subject_id,subject_id_ph1,z_no_trust,z_trust,z_no_answer,z_total_people,Invalid_Domain_or_Sender,Potent_Mal_Links,Spelling_or_Grammar,Appeal_to_Greed,Appeal_to_Urgency,Appeal_to_Authority,Other_Phishy_Findings,VeryTrustworthy,Trustworthy,Neither_Trust,Untrustworthy,VeryUntrustworthy,VeryAppealing,Appealing,NeitherAppealing,UnAppealing,VeryUnAppealing,malicious,SensitivityRate,VictimizationRate,FalsePositiveRate,SpecificityRate,url,maliciousness,Findings,Present Cue Types,Website Description,TrustWorthiness Rating,Visual Attractiveness Rating,response,BardSensitivityRate,BardVictimizationRate,BardFalsePositiveRate,BardSpecificityRate
52837230,52837230,8,6,1,14,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0,2,2,8,2,0,0,4,8,2,True,0.5714285714285714,0.42857142857142855,,,https://panoptes-uploads.zooniverse.org/production/subject_location/b99e4340-d09c-4319-936f-3a2d3a52b745.jpeg,True,Something's Phishy,['Potentially Malicious Link'],"The website shows an error message saying that ""An error occurred in generating this page (500). Please contact the site administrator"" and a long, suspicious URL is displayed in the address bar.",Very Untrustworthy,Very Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Potentially Malicious Link""
 ],
 ""Website Description"": ""The website shows an error message saying that \""An error occurred in generating this page (500). Please contact the site administrator\"" and a long, suspicious URL is displayed in the address bar."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}",1.0,0.0,,
52837231,52837231,10,5,0,15,9.0,0.0,4.0,0.0,0.0,0.0,2.0,2,8,2,2,1,2,12,1,0,0,True,0.6666666666666666,0.3333333333333333,,,https://panoptes-uploads.zooniverse.org/production/subject_location/bf02c206-3ac7-420e-b180-fe300af0b8b2.jpeg,True,Something's Phishy,['Invalid Domain or Sender'],The image appears to be a screenshot of a phishing website designed to look like PayPal. ,Very Untrustworthy,Visually Attractive or Appealing,"Findings: Something's Phishy
Present Cue Types: ['Invalid Domain or Sender']
Website Description: The image appears to be a screenshot of a phishing website designed to look like PayPal. 
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing

**Explanation:**

The URL in the address bar is extremely suspicious.  It contains ""paypal.com"" but is embedded within a longer, unrelated domain name (thepresidency...). This is a major red flag of a phishing attempt.  Legitimate companies will always have their brand name as the primary domain.

**Why this is dangerous:**

Phishing websites like this are designed to steal your login credentials. If you were to enter your PayPal username and password on this page, the information would be sent directly to the scammers. 
",1.0,0.0,,
52837232,52837232,9,5,1,14,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1,7,2,3,1,1,5,7,1,0,True,0.6428571428571429,0.35714285714285715,,,https://panoptes-uploads.zooniverse.org/production/subject_location/db9e9a81-0bd6-4908-936c-fc10d4bbd1bd.jpeg,True,Something's Phishy,"['Potentially Malicious Link', 'Other Phishy Findings']","The image shows a screenshot of a webpage that looks like a PayPal login page. However, the URL in the address bar is suspicious and does not belong to PayPal.",Very Untrustworthy,Visually Attractive or Appealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Potentially Malicious Link"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""The image shows a screenshot of a webpage that looks like a PayPal login page. However, the URL in the address bar is suspicious and does not belong to PayPal."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Visually Attractive or Appealing""
}
",1.0,0.0,,
52837234,52837234,8,6,1,14,8.0,0.0,0.0,0.0,1.0,1.0,1.0,2,6,1,4,1,4,6,3,1,0,True,0.5714285714285714,0.42857142857142855,,,https://panoptes-uploads.zooniverse.org/production/subject_location/afe69738-3e50-40db-97ad-f207d547f31a.jpeg,True,Something's Phishy,"['Invalid Domain or Sender', 'Other Phishy Findings']","The image displays a screenshot of a suspicious web page mimicking the PayPal platform.  The URL in the address bar is blatantly incorrect for the PayPal domain, immediately raising a red flag. The design of the page, though attempting to replicate PayPal's branding, lacks the usual sophistication and detail of a legitimate PayPal page.",Very Untrustworthy,Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Invalid Domain or Sender"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""The image displays a screenshot of a suspicious web page mimicking the PayPal platform.  The URL in the address bar is blatantly incorrect for the PayPal domain, immediately raising a red flag. The design of the page, though attempting to replicate PayPal's branding, lacks the usual sophistication and detail of a legitimate PayPal page."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}",1.0,0.0,,
52837235,52837235,13,0,2,13,11.0,0.0,0.0,4.0,0.0,0.0,3.0,3,2,1,6,1,3,1,3,5,1,True,1.0,0.0,,,https://panoptes-uploads.zooniverse.org/production/subject_location/99d7d3d0-c720-4c3d-8bde-e52bf33e07b8.jpeg,True,Something's Phishy,['Invalid Domain or Sender'],The image shows what looks like a fake website designed to steal login credentials from users.The URL suggests that it is a phishing attempt designed to target people searching for Chase Bank's website. ,Very Untrustworthy,Neutral,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Invalid Domain or Sender""
 ],
 ""Website Description"": ""The image shows what looks like a fake website designed to steal login credentials from users.The URL suggests that it is a phishing attempt designed to target people searching for Chase Bank's website. "",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Neutral""
}",1.0,0.0,,
52837237,52837237,14,1,0,15,11.0,0.0,23.0,18.0,1.0,3.0,8.0,0,0,1,9,5,0,1,5,5,4,True,0.9333333333333333,0.06666666666666667,,,https://panoptes-uploads.zooniverse.org/production/subject_location/1582166e-c985-4ae8-999e-eea328b6e853.jpeg,True,Something's Phishy,['Potentially Malicious Link'],"The website has a black background with a white box that contains a list of links. The links are related to movies and entertainment. The website claims that it is parked free, courtesy of GoDaddy.",Very Untrustworthy,Very Visually Unattractive or Unappealing,"{
  ""Findings"": ""Something's Phishy"",
  ""Present Cue Types"": [
    ""Potentially Malicious Link""
  ],
  ""Website Description"": ""The website has a black background with a white box that contains a list of links. The links are related to movies and entertainment. The website claims that it is parked free, courtesy of GoDaddy."",
  ""TrustWorthiness Rating"": ""Very Untrustworthy"",
  ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}
",1.0,0.0,,
52837238,52837238,3,12,0,15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7,5,2,1,0,4,5,5,1,True,0.2,0.8,,,https://panoptes-uploads.zooniverse.org/production/subject_location/e7b21308-0230-4507-bd8b-af066c855461.jpeg,True,Nothing Phishy Here,[],This is a screenshot of an e-commerce store that appears to be selling shoes.,Neutral,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of an e-commerce store that appears to be selling shoes.
TrustWorthiness Rating: Neutral
Visual Attractiveness Rating: Visually Unattractive or Unappealing 
",0.0,1.0,,
52837239,52837239,13,2,0,15,8.0,0.0,8.0,0.0,1.0,3.0,3.0,0,5,1,4,5,0,7,5,3,0,True,0.8666666666666667,0.13333333333333333,,,https://panoptes-uploads.zooniverse.org/production/subject_location/202aae70-8d1a-45fe-9f25-b0d249da062c.jpeg,True,Something's Phishy,"['Potentially Malicious Link', 'Other Phishy Findings']",The website appears to be an Adobe phishing attempt. It warns users about an out-of-date Adobe PDF Reader and requests email and password confirmation to view a file.  The presence of generic Adobe product icons at the bottom further suggests a lack of authenticity.,Very Untrustworthy,Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Potentially Malicious Link"",
  ""Other Phishy Findings""
 ],
 ""Website Description"": ""The website appears to be an Adobe phishing attempt. It warns users about an out-of-date Adobe PDF Reader and requests email and password confirmation to view a file.  The presence of generic Adobe product icons at the bottom further suggests a lack of authenticity."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
",1.0,0.0,,
52837241,52837241,8,6,1,14,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,1,4,2,2,5,5,2,0,True,0.5714285714285714,0.42857142857142855,,,https://panoptes-uploads.zooniverse.org/production/subject_location/d468ad48-32eb-4b0c-9c31-c1019d377834.jpeg,True,Something's Phishy,"['Invalid Domain or Sender', 'Potentially Malicious Link']",The image is a screenshot of a phishing website designed to mimic the PayPal login page. The URL in the address bar is suspicious and does not belong to the legitimate PayPal domain. ,Very Untrustworthy,Untrustworthy ,"Findings: Something's Phishy
Present Cue Types: ['Invalid Domain or Sender', 'Potentially Malicious Link']
Website Description: The image is a screenshot of a phishing website designed to mimic the PayPal login page. The URL in the address bar is suspicious and does not belong to the legitimate PayPal domain. 
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Untrustworthy 

**Explanation:**

This screenshot screams phishing attempt. Here's why:

* **Invalid Domain:** The most glaring issue is the URL.  PayPal's real domain is `https://www.paypal.com/`. This URL is long, complicated, and includes ""thepresidency"" which has nothing to do with PayPal. This is a major red flag.
* **Potentially Malicious Link:**  Even if the rest of the site looked perfect (which it doesn't, see below), this URL alone is enough to mark it as dangerous. Clicking on any links or entering information on this page could lead to your credentials being stolen.

**Design and Visual Cues:**

While the design elements crudely mimic PayPal's style, there are some visual cues that hint at its illegitimacy:

* **Simplified Content:** Phishing pages often lack the full functionality and detailed content of legitimate sites. The content on this page is overly simplistic compared to PayPal's actual website. 

**Important Note:** Always be cautious of unsolicited emails or messages directing you to login pages. It's safest to access websites like PayPal directly by typing in their URL yourself. 
",1.0,0.0,,
52837242,52837242,10,4,1,14,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2,3,3,6,0,0,4,7,3,0,True,0.7142857142857143,0.2857142857142857,,,https://panoptes-uploads.zooniverse.org/production/subject_location/9f5087be-b50b-4ba3-8b91-3bacae2b41f6.jpeg,True,Nothing Phishy Here,[],This is a screenshot of a webmail login page for IONOS. ,Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a webmail login page for IONOS. 
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",0.0,1.0,,
52837244,52837244,13,2,0,15,6.0,0.0,18.0,2.0,1.0,0.0,10.0,0,1,3,4,7,0,0,3,5,7,True,0.8666666666666667,0.13333333333333333,,,https://panoptes-uploads.zooniverse.org/production/subject_location/da0a5108-44f2-4e4d-83dd-f95f9c660020.jpeg,True,Something's Phishy,"['Invalid Domain or Sender', 'Appeal to Action - Greed']","The website has a dark background, white text, and orange arrows. The domain name in the address bar appears to be randomly generated, and the website offers services such as ""Business Mobile Phone Offers."" It also mentions a ""Domain Broker Service"" and ""How to Make Ur Own Website.""",Very Untrustworthy,Very Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Invalid Domain or Sender"",
  ""Appeal to Action - Greed""
 ],
 ""Website Description"": ""The website has a dark background, white text, and orange arrows. The domain name in the address bar appears to be randomly generated, and the website offers services such as \""Business Mobile Phone Offers.\"" It also mentions a \""Domain Broker Service\"" and \""How to Make Ur Own Website.\"""",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Very Visually Unattractive or Unappealing""
}
",1.0,0.0,,
52837245,52837245,13,2,0,15,13.0,0.0,0.0,0.0,2.0,6.0,7.0,0,2,3,3,7,0,3,5,4,3,True,0.8666666666666667,0.13333333333333333,,,https://panoptes-uploads.zooniverse.org/production/subject_location/ec806cc6-37ff-4938-960a-8f118e95b0fc.jpeg,True,Something's Phishy,['Invalid Domain or Sender'],"This webpage is designed to look like a Facebook login page, asking for email or phone, password, and date of birth.",Very Untrustworthy,Visually Unattractive or Unappealing,"{
 ""Findings"": ""Something's Phishy"",
 ""Present Cue Types"": [
  ""Invalid Domain or Sender""
 ],
 ""Website Description"": ""This webpage is designed to look like a Facebook login page, asking for email or phone, password, and date of birth."",
 ""TrustWorthiness Rating"": ""Very Untrustworthy"",
 ""Visual Attractiveness Rating"": ""Visually Unattractive or Unappealing""
}
",1.0,0.0,,
52837246,52837246,12,2,1,14,14.0,0.0,1.0,0.0,0.0,0.0,10.0,1,1,1,8,3,0,1,2,8,3,True,0.8571428571428571,0.14285714285714285,,,https://panoptes-uploads.zooniverse.org/production/subject_location/43c09668-9ecb-4c88-beae-bcc2eb39e47d.jpeg,True,Something's Phishy,['Invalid Domain or Sender'],The website is impersonating Facebook's security page to phish for users' credentials.,Very Untrustworthy,Visually Unattractive or Unappealing,"Findings: Something's Phishy
Present Cue Types: ['Invalid Domain or Sender']
Website Description: The website is impersonating Facebook's security page to phish for users' credentials.
TrustWorthiness Rating: Very Untrustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing
",1.0,0.0,,
52837248,52837248,14,2,0,16,12.0,0.0,5.0,5.0,1.0,0.0,1.0,0,1,5,5,5,0,0,9,5,2,True,0.875,0.125,,,https://panoptes-uploads.zooniverse.org/production/subject_location/82a64a41-e522-4650-83e7-a6b7f5a745e7.jpeg,True,Nothing Phishy Here,[],"This is a website for ABA.ae, a hosting provider. They offer a variety of services, including domains, VPS servers, dedicated servers, and websites.",Neutral,Neutral,"{
 ""Findings"": ""Nothing Phishy Here"",
 ""Present Cue Types"": [],
 ""Website Description"": ""This is a website for ABA.ae, a hosting provider. They offer a variety of services, including domains, VPS servers, dedicated servers, and websites."",
 ""TrustWorthiness Rating"": ""Neutral"",
 ""Visual Attractiveness Rating"": ""Neutral""
}",0.0,1.0,,
52847060,52847060,0,15,0,15,0,0,0,0,0,0,0,1,9,5,0,0,2,7,5,1,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/97ba7bb4-9c11-4528-b62e-c075c5c9803a.jpeg,False,Nothing Phishy Here,[],"The image shows the website for Faultless ReWear Dry Wash Spray, which can capture and eliminate odors, remove and resist wrinkles, and quickly refresh look and smell.",Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows the website for Faultless ReWear Dry Wash Spray, which can capture and eliminate odors, remove and resist wrinkles, and quickly refresh look and smell.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Neutral 
",,,0.0,1.0
52847061,52847061,2,11,2,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,3,7,1,0,1,3,8,1,0,False,,,0.15384615384615385,0.8461538461538461,https://panoptes-uploads.zooniverse.org/production/subject_location/a81d7731-dc50-4821-8046-28e51b4fece1.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of a website selling a domain name, ""carpet.org,"" with a cartoon character inside an open box that reads ""SOLD!"". ",Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a website selling a domain name, ""carpet.org,"" with a cartoon character inside an open box that reads ""SOLD!"". 
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847372,52847372,1,14,1,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2,3,0,2,3,7,2,1,False,,,0.06666666666666667,0.9333333333333333,https://panoptes-uploads.zooniverse.org/production/subject_location/038ad310-4248-423c-87ab-3171f4e8e18e.jpeg,False,Nothing Phishy Here,[],"The image shows a webpage for the website ConsumerMedSafety.org, a website dedicated to providing information about medication safety. ",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows a webpage for the website ConsumerMedSafety.org, a website dedicated to providing information about medication safety. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847377,52847377,0,14,1,14,0,0,0,0,0,0,0,2,7,4,1,0,1,2,7,3,1,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/d0a632c1-4425-4b0d-a48a-e5701c1db126.jpeg,False,Nothing Phishy Here,[],This is a screenshot of a forum discussing car seats for children. ,Trustworthy,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a forum discussing car seats for children. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing
",,,0.0,1.0
52847379,52847379,3,11,1,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,8,2,0,0,5,5,4,0,False,,,0.21428571428571427,0.7857142857142857,https://panoptes-uploads.zooniverse.org/production/subject_location/86e20b31-135c-4afb-a9cc-bb4200a59466.jpeg,False,Nothing Phishy Here,[],The image is a screenshot of a website header for a home remodeling company.  It features a couple embracing in the foreground with a sketched outline of a kitchen in the background,Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image is a screenshot of a website header for a home remodeling company.  It features a couple embracing in the foreground with a sketched outline of a kitchen in the background
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847381,52847381,1,14,0,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,11,3,0,0,1,10,3,1,0,False,,,0.06666666666666667,0.9333333333333333,https://panoptes-uploads.zooniverse.org/production/subject_location/3faaaceb-ed9a-41e5-9eac-bd29af22df73.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of the homepage of a company called ""Really Moving."" They help people find and compare costs for solicitors, surveyors, and removals for moving. ",Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of the homepage of a company called ""Really Moving."" They help people find and compare costs for solicitors, surveyors, and removals for moving. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Neutral
",,,0.0,1.0
52847382,52847382,2,13,0,15,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,5,4,5,0,0,3,5,6,1,False,,,0.13333333333333333,0.8666666666666667,https://panoptes-uploads.zooniverse.org/production/subject_location/e15accf7-f4a7-4832-b32f-983c5314216b.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of a website called ""Mover Reviews."" The site allows users to read and write reviews on moving companies. The top of the page has a header with the website name and a search bar. Below the header is a section called ""Top Rated Moving Companies,"" which lists companies with high ratings. Below that is a section called ""Recent Customer Reviews"" that displays recent customer reviews. ",Trustworthy,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a website called ""Mover Reviews."" The site allows users to read and write reviews on moving companies. The top of the page has a header with the website name and a search bar. Below the header is a section called ""Top Rated Moving Companies,"" which lists companies with high ratings. Below that is a section called ""Recent Customer Reviews"" that displays recent customer reviews. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing 
",,,0.0,1.0
52847384,52847384,2,13,0,15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11,1,3,0,1,7,4,3,0,False,,,0.13333333333333333,0.8666666666666667,https://panoptes-uploads.zooniverse.org/production/subject_location/491d3c5b-3e68-4a12-a59b-6b03a1e45172.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of the Arm & Hammer website. The pop-up window is asking visitors to sign up for emails to receive news, tips, and exclusive savings.",Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of the Arm & Hammer website. The pop-up window is asking visitors to sign up for emails to receive news, tips, and exclusive savings.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Neutral 
",,,0.0,1.0
52847385,52847385,0,15,0,15,0,0,0,0,0,0,0,4,7,4,0,0,3,10,2,0,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/de5ddf04-2a3f-43be-91ee-cd2b2481be60.jpeg,False,Nothing Phishy Here,[],"The image is a screenshot of the homepage of a website called “Everybody Needs a Roof” - brought to you by the National Roofing Contractors Association. The website aims to connect homeowners and building owners with roofing contractors. The page features sections for homeowners, building owners, a glossary of roofing terms, resources, a contractor finder, and an about us section.  The page also shows a large photo of a roofer on a ladder. ",Trustworthy,Neutral,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image is a screenshot of the homepage of a website called “Everybody Needs a Roof” - brought to you by the National Roofing Contractors Association. The website aims to connect homeowners and building owners with roofing contractors. The page features sections for homeowners, building owners, a glossary of roofing terms, resources, a contractor finder, and an about us section.  The page also shows a large photo of a roofer on a ladder. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Neutral 
",,,0.0,1.0
52847387,52847387,3,12,0,15,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1,9,4,0,1,1,4,6,2,2,False,,,0.2,0.8,https://panoptes-uploads.zooniverse.org/production/subject_location/7ccc386e-8305-4d4c-8848-42ca0bbf7560.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of the homepage for Liquid-Plumr drain cleaner. It features two men in a kitchen setting, promoting the product. There's a popup window asking visitors to take a survey.",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of the homepage for Liquid-Plumr drain cleaner. It features two men in a kitchen setting, promoting the product. There's a popup window asking visitors to take a survey.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847389,52847389,4,11,0,15,0.0,0.0,4.0,0.0,0.0,0.0,5.0,2,6,7,0,0,3,8,2,2,0,False,,,0.26666666666666666,0.7333333333333333,https://panoptes-uploads.zooniverse.org/production/subject_location/d7b07818-3d1c-4b19-b921-38a26b369654.jpeg,False,Nothing Phishy Here,[],The image shows the top part of a website called Mold Help. The website provides information about toxic mold and how to deal with it.,Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows the top part of a website called Mold Help. The website provides information about toxic mold and how to deal with it.
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847390,52847390,0,15,0,15,0,0,0,0,0,0,0,1,9,5,0,0,0,10,3,2,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/a3ea319b-9d00-4ffc-a7c0-de7f6c1ad1c7.jpeg,False,Nothing Phishy Here,[],"The image shows the homepage of Drano, a brand specializing in drain cleaning products. It features a clean and modern design with a focus on a large hero image of a kitchen sink. ",Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows the homepage of Drano, a brand specializing in drain cleaning products. It features a clean and modern design with a focus on a large hero image of a kitchen sink. 
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847391,52847391,2,12,1,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,2,0,1,0,11,3,0,0,False,,,0.14285714285714285,0.8571428571428571,https://panoptes-uploads.zooniverse.org/production/subject_location/61b543aa-651d-4beb-93ed-66af16a3bf79.jpeg,False,Nothing Phishy Here,[],"The image shows a screenshot of a website called ""The Spruce,"" focusing on furniture and home decor. It features articles about replacing furniture, building a table, and general furniture advice. ",Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows a screenshot of a website called ""The Spruce,"" focusing on furniture and home decor. It features articles about replacing furniture, building a table, and general furniture advice. 
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847393,52847393,0,15,0,15,0,0,0,0,0,0,0,4,6,5,0,0,1,9,4,1,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/a7ee4cfc-bbc3-4898-9dd4-cf44456e3aa1.jpeg,False,Nothing Phishy Here,,This is a cleaning product website for Soft Scrub. It shows photos of cleaning products and links to cleaning tips. ,Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: 
Website Description: This is a cleaning product website for Soft Scrub. It shows photos of cleaning products and links to cleaning tips. 
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847394,52847394,0,15,0,15,0,0,0,0,0,0,0,0,9,6,0,0,1,8,6,0,0,False,,,0.0,1.0,https://panoptes-uploads.zooniverse.org/production/subject_location/286c1407-66b9-485a-add4-b22d3419a53c.jpeg,False,Nothing Phishy Here,[],The image appears to be a screenshot of the Safe Kids Worldwide website. Safe Kids Worldwide is a non-profit organization that is focused on protecting children from preventable injuries. The screenshot shows a section of their website that provides information about carbon monoxide safety. ,Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image appears to be a screenshot of the Safe Kids Worldwide website. Safe Kids Worldwide is a non-profit organization that is focused on protecting children from preventable injuries. The screenshot shows a section of their website that provides information about carbon monoxide safety. 
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847395,52847395,2,12,2,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,4,2,1,0,7,5,1,1,0,False,,,0.14285714285714285,0.8571428571428571,https://panoptes-uploads.zooniverse.org/production/subject_location/ec663406-74c4-4e33-95d9-43f3f9937baf.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of a website for Downy, a brand of fabric softener and dryer sheets. The website features a mother and son doing laundry together.",Very Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a website for Downy, a brand of fabric softener and dryer sheets. The website features a mother and son doing laundry together.
TrustWorthiness Rating: Very Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847397,52847397,1,13,1,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,6,5,0,0,2,8,3,1,0,False,,,0.07142857142857142,0.9285714285714286,https://panoptes-uploads.zooniverse.org/production/subject_location/931ff3bb-d967-4492-b609-3ae51c35d18d.jpeg,False,Nothing Phishy Here,[],"This is a screenshot of a website named ""Allergy Consumer Review."" It appears to be a website where you can find information and reviews about allergy-related products, advice, and solutions.",Trustworthy,Visually Attractive or Appealing ,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: This is a screenshot of a website named ""Allergy Consumer Review."" It appears to be a website where you can find information and reviews about allergy-related products, advice, and solutions.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Attractive or Appealing 
",,,0.0,1.0
52847398,52847398,5,10,1,15,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1,9,3,1,1,0,7,5,3,0,False,,,0.3333333333333333,0.6666666666666666,https://panoptes-uploads.zooniverse.org/production/subject_location/cb58ac68-8940-4b0f-90d4-5f68189495d5.jpeg,False,Nothing Phishy Here,[],"The image shows a webpage for MemoryFoamMattress.org, a website that provides information, comparisons and buying tips for memory foam mattresses and pillows.",Trustworthy,Visually Unattractive or Unappealing,"Findings: Nothing Phishy Here
Present Cue Types: []
Website Description: The image shows a webpage for MemoryFoamMattress.org, a website that provides information, comparisons and buying tips for memory foam mattresses and pillows.
TrustWorthiness Rating: Trustworthy
Visual Attractiveness Rating: Visually Unattractive or Unappealing
",,,0.0,1.0
